ts,service,level,message
2026-03-14T07:41:20Z,orders,ERROR,connection reset by peer
2026-03-14T07:41:35Z,orders,ERROR,connection reset by peer
2026-03-14T07:41:41Z,orders,INFO,order 46507 accepted
2026-03-14T07:41:45Z,postgres,INFO,connection 45151 authorised
2026-03-14T07:41:50Z,orders,ERROR,connection reset by peer
2026-03-14T07:42:05Z,orders,ERROR,connection reset by peer
2026-03-14T07:42:08Z,checkout,INFO,cart 54666 abandoned after 234ms
2026-03-14T07:42:20Z,orders,ERROR,connection reset by peer
2026-03-14T07:42:21Z,billing,INFO,subscription 7930 renewed
2026-03-14T07:42:27Z,search,INFO,query 57737 served in 126ms
2026-03-14T07:42:28Z,auth,INFO,session 5225 refreshed
2026-03-14T07:42:34Z,orders,INFO,inventory check 44913 passed
2026-03-14T07:42:35Z,billing,INFO,dunning run 69647 complete
2026-03-14T07:42:35Z,orders,ERROR,connection reset by peer
2026-03-14T07:42:42Z,postgres,INFO,replication lag 120ms
2026-03-14T07:42:50Z,orders,ERROR,connection reset by peer
2026-03-14T07:42:58Z,auth,INFO,logout for session 34020
2026-03-14T07:43:01Z,search,INFO,index segment 33959 merged
2026-03-14T07:43:05Z,orders,ERROR,connection reset by peer
2026-03-14T07:43:07Z,payments,INFO,charge 21794 authorised in 313ms
2026-03-14T07:43:11Z,checkout,INFO,cart 43787 converted in 290ms
2026-03-14T07:43:16Z,auth,INFO,session 18493 refreshed
2026-03-14T07:43:20Z,orders,ERROR,connection reset by peer
2026-03-14T07:43:30Z,orders,INFO,order 54617 accepted
2026-03-14T07:43:35Z,checkout,INFO,payment intent 85594 created
2026-03-14T07:43:35Z,orders,ERROR,connection reset by peer
2026-03-14T07:43:35Z,search,INFO,"suggest cache warm, 49013 entries"
2026-03-14T07:43:50Z,orders,ERROR,connection reset by peer
2026-03-14T07:44:04Z,postgres,INFO,"checkpoint complete, 56371 buffers written"
2026-03-14T07:44:05Z,orders,ERROR,connection reset by peer
2026-03-14T07:44:11Z,billing,INFO,subscription 96924 renewed
2026-03-14T07:44:18Z,postgres,INFO,connection 90691 authorised
2026-03-14T07:44:20Z,search,INFO,index segment 85904 merged
2026-03-14T07:44:22Z,postgres,INFO,replication lag 74ms
2026-03-14T07:44:28Z,checkout,INFO,payment intent 24875 created
2026-03-14T07:44:30Z,orders,INFO,"healthy, 12 of 12 pods ready"
2026-03-14T07:44:35Z,deploy,INFO,"release complete, no rollback"
2026-03-14T07:44:51Z,auth,INFO,logout for session 1764
2026-03-14T07:44:52Z,auth,INFO,token issued for session 27216
2026-03-14T07:44:56Z,billing,INFO,dunning run 45732 complete
2026-03-14T07:44:57Z,auth,INFO,token issued for session 61471
2026-03-14T07:44:58Z,payments,INFO,webhook 77447 acknowledged
2026-03-14T07:45:05Z,search,INFO,query 46303 served in 154ms
2026-03-14T07:45:09Z,payments,INFO,webhook 85419 acknowledged
2026-03-14T07:45:30Z,checkout,INFO,cart 10739 abandoned after 85ms
2026-03-14T07:45:38Z,postgres,INFO,connection 11461 authorised
2026-03-14T07:45:40Z,orders,WARN,inventory check 22189 took 1844ms
2026-03-14T07:46:08Z,billing,INFO,credit note 72211 issued
2026-03-14T07:46:21Z,auth,INFO,session 68258 refreshed
2026-03-14T07:46:21Z,postgres,INFO,replication lag 209ms
2026-03-14T07:46:23Z,search,INFO,query 32247 served in 185ms
2026-03-14T07:46:28Z,payments,INFO,settlement batch 78870 queued
2026-03-14T07:46:30Z,checkout,INFO,cart 47592 abandoned after 28ms
2026-03-14T07:46:32Z,checkout,INFO,session 84067 started
2026-03-14T07:46:36Z,payments,INFO,settlement batch 2979 queued
2026-03-14T07:46:41Z,auth,INFO,token issued for session 68469
2026-03-14T07:46:41Z,orders,INFO,inventory check 78996 passed
2026-03-14T07:46:45Z,postgres,INFO,replication lag 237ms
2026-03-14T07:46:46Z,postgres,INFO,autovacuum finished on table 47016
2026-03-14T07:46:52Z,checkout,INFO,cart 63923 abandoned after 28ms
2026-03-14T07:46:54Z,checkout,INFO,payment intent 1282 created
2026-03-14T07:46:57Z,postgres,INFO,connection 19926 authorised
2026-03-14T07:47:03Z,search,INFO,query 81859 served in 113ms
2026-03-14T07:47:06Z,orders,INFO,inventory check 93532 passed
2026-03-14T07:47:29Z,orders,INFO,order 96158 invoiced
2026-03-14T07:47:46Z,orders,INFO,order 2284 dispatched in 282ms
2026-03-14T07:47:56Z,auth,INFO,logout for session 23911
2026-03-14T07:48:03Z,search,INFO,index segment 37729 merged
2026-03-14T07:48:10Z,payments,INFO,charge 15982 authorised in 171ms
2026-03-14T07:48:11Z,auth,INFO,token issued for session 67036
2026-03-14T07:48:13Z,search,INFO,query 90825 served in 265ms
2026-03-14T07:48:19Z,search,INFO,"suggest cache warm, 76167 entries"
2026-03-14T07:48:25Z,payments,INFO,refund 56660 completed
2026-03-14T07:48:36Z,auth,INFO,logout for session 65473
2026-03-14T07:48:38Z,orders,INFO,order 87121 accepted
2026-03-14T07:48:39Z,checkout,INFO,cart 98322 converted in 148ms
2026-03-14T07:48:41Z,checkout,INFO,session 28084 started
2026-03-14T07:48:49Z,search,INFO,"suggest cache warm, 65128 entries"
2026-03-14T07:48:54Z,payments,INFO,charge 97318 authorised in 30ms
2026-03-14T07:48:56Z,postgres,INFO,"checkpoint complete, 62375 buffers written"
2026-03-14T07:49:07Z,auth,INFO,logout for session 38091
2026-03-14T07:49:07Z,search,INFO,query 1183 served in 41ms
2026-03-14T07:49:07Z,search,INFO,query 29747 served in 144ms
2026-03-14T07:49:17Z,payments,INFO,settlement batch 59694 queued
2026-03-14T07:49:25Z,checkout,INFO,cart 16096 abandoned after 119ms
2026-03-14T07:49:25Z,orders,INFO,order 92416 accepted
2026-03-14T07:49:30Z,billing,INFO,credit note 78890 issued
2026-03-14T07:49:31Z,billing,INFO,invoice 39542 rendered in 29ms
2026-03-14T07:49:34Z,billing,INFO,subscription 88566 renewed
2026-03-14T07:49:40Z,billing,INFO,dunning run 78984 complete
2026-03-14T07:49:58Z,postgres,INFO,"checkpoint complete, 57221 buffers written"
2026-03-14T07:50:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:01Z,auth,INFO,logout for session 54347
2026-03-14T07:50:03Z,payments,INFO,charge 31997 authorised in 16ms
2026-03-14T07:50:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:08Z,billing,INFO,subscription 43417 renewed
2026-03-14T07:50:11Z,search,INFO,"suggest cache warm, 2082 entries"
2026-03-14T07:50:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:13Z,orders,INFO,order 49107 invoiced
2026-03-14T07:50:14Z,checkout,INFO,cart 57509 converted in 213ms
2026-03-14T07:50:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:25Z,search,WARN,query 5270 exceeded 885ms budget
2026-03-14T07:50:25Z,search,INFO,query 66422 served in 138ms
2026-03-14T07:50:28Z,orders,INFO,inventory check 6595 passed
2026-03-14T07:50:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:32Z,billing,INFO,subscription 50602 renewed
2026-03-14T07:50:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:43Z,orders,INFO,order 39492 accepted
2026-03-14T07:50:47Z,search,INFO,query 13449 served in 34ms
2026-03-14T07:50:47Z,search,INFO,query 42953 served in 137ms
2026-03-14T07:50:48Z,auth,INFO,logout for session 33182
2026-03-14T07:50:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:50:58Z,orders,INFO,order 23780 invoiced
2026-03-14T07:51:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:03Z,billing,INFO,subscription 38560 renewed
2026-03-14T07:51:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:11Z,checkout,INFO,cart 36338 converted in 278ms
2026-03-14T07:51:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:16Z,auth,INFO,token issued for session 57135
2026-03-14T07:51:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:21Z,auth,INFO,login succeeded in 209ms
2026-03-14T07:51:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:29Z,billing,INFO,credit note 46122 issued
2026-03-14T07:51:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:43Z,auth,INFO,logout for session 77779
2026-03-14T07:51:43Z,checkout,INFO,session 63472 started
2026-03-14T07:51:46Z,postgres,INFO,replication lag 231ms
2026-03-14T07:51:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:51Z,billing,INFO,credit note 45144 issued
2026-03-14T07:51:53Z,postgres,INFO,"checkpoint complete, 53753 buffers written"
2026-03-14T07:51:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:51:58Z,postgres,INFO,replication lag 87ms
2026-03-14T07:51:59Z,payments,INFO,webhook 7451 acknowledged
2026-03-14T07:52:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:01Z,auth,INFO,login succeeded in 260ms
2026-03-14T07:52:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:08Z,postgres,INFO,autovacuum finished on table 45937
2026-03-14T07:52:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:20Z,search,INFO,"suggest cache warm, 30234 entries"
2026-03-14T07:52:22Z,auth,INFO,logout for session 48143
2026-03-14T07:52:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:31Z,billing,INFO,credit note 48584 issued
2026-03-14T07:52:34Z,billing,INFO,credit note 98253 issued
2026-03-14T07:52:34Z,orders,INFO,inventory check 32240 passed
2026-03-14T07:52:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:43Z,search,INFO,index segment 68882 merged
2026-03-14T07:52:48Z,checkout,INFO,cart 54153 abandoned after 121ms
2026-03-14T07:52:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:52:52Z,orders,INFO,order 89626 invoiced
2026-03-14T07:52:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:08Z,orders,INFO,inventory check 57099 passed
2026-03-14T07:53:11Z,payments,INFO,refund 82371 completed
2026-03-14T07:53:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:16Z,checkout,INFO,cart 54029 abandoned after 318ms
2026-03-14T07:53:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:37Z,payments,INFO,settlement batch 22527 queued
2026-03-14T07:53:38Z,orders,INFO,inventory check 33206 passed
2026-03-14T07:53:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:44Z,auth,INFO,logout for session 94578
2026-03-14T07:53:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:53:51Z,search,INFO,query 64998 served in 228ms
2026-03-14T07:53:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:05Z,payments,INFO,refund 90138 completed
2026-03-14T07:54:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:10Z,payments,INFO,refund 72962 completed
2026-03-14T07:54:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:18Z,postgres,INFO,replication lag 119ms
2026-03-14T07:54:19Z,checkout,INFO,session 53266 started
2026-03-14T07:54:21Z,postgres,INFO,connection 34285 authorised
2026-03-14T07:54:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T07:54:47Z,search,INFO,index segment 50169 merged
2026-03-14T07:54:48Z,deploy,INFO,pipeline 95978 green
2026-03-14T07:54:49Z,auth,INFO,logout for session 33948
2026-03-14T07:55:01Z,payments,INFO,settlement batch 88104 queued
2026-03-14T07:55:02Z,checkout,INFO,cart 10928 abandoned after 297ms
2026-03-14T07:55:04Z,search,INFO,index segment 39864 merged
2026-03-14T07:55:26Z,checkout,INFO,cart 51653 abandoned after 71ms
2026-03-14T07:55:26Z,checkout,INFO,cart 53066 converted in 261ms
2026-03-14T07:55:34Z,billing,INFO,subscription 58732 renewed
2026-03-14T07:55:41Z,search,INFO,index segment 71108 merged
2026-03-14T07:55:50Z,orders,INFO,order 47951 accepted
2026-03-14T07:55:51Z,checkout,INFO,cart 46419 abandoned after 218ms
2026-03-14T07:55:56Z,postgres,INFO,replication lag 120ms
2026-03-14T07:55:57Z,auth,INFO,logout for session 3154
2026-03-14T07:56:14Z,checkout,INFO,cart 57645 abandoned after 166ms
2026-03-14T07:56:32Z,payments,INFO,charge 70973 authorised in 180ms
2026-03-14T07:56:40Z,postgres,INFO,autovacuum finished on table 78878
2026-03-14T07:56:41Z,billing,INFO,subscription 69820 renewed
2026-03-14T07:56:49Z,billing,INFO,dunning run 91440 complete
2026-03-14T07:56:54Z,billing,INFO,dunning run 74093 complete
2026-03-14T07:57:05Z,orders,INFO,inventory check 30844 passed
2026-03-14T07:57:06Z,billing,INFO,credit note 86310 issued
2026-03-14T07:57:08Z,billing,INFO,invoice 13678 rendered in 128ms
2026-03-14T07:57:12Z,auth,INFO,login succeeded in 198ms
2026-03-14T07:57:19Z,auth,INFO,session 49186 refreshed
2026-03-14T07:57:20Z,payments,INFO,refund 22632 completed
2026-03-14T07:57:24Z,search,INFO,query 37211 served in 153ms
2026-03-14T07:57:27Z,search,INFO,query 14252 served in 287ms
2026-03-14T07:57:31Z,checkout,INFO,cart 34890 converted in 269ms
2026-03-14T07:57:35Z,billing,INFO,dunning run 28660 complete
2026-03-14T07:57:55Z,postgres,INFO,autovacuum finished on table 40532
2026-03-14T07:57:59Z,payments,INFO,settlement batch 84729 queued
2026-03-14T07:58:08Z,payments,INFO,refund 22370 completed
2026-03-14T07:58:10Z,auth,INFO,session 41035 refreshed
2026-03-14T07:58:11Z,search,INFO,"suggest cache warm, 24545 entries"
2026-03-14T07:58:12Z,orders,INFO,inventory check 46069 passed
2026-03-14T07:58:14Z,payments,INFO,settlement batch 88564 queued
2026-03-14T07:58:25Z,payments,INFO,refund 74110 completed
2026-03-14T07:58:27Z,orders,INFO,order 52705 accepted
2026-03-14T07:58:30Z,postgres,INFO,replication lag 5ms
2026-03-14T07:58:43Z,postgres,INFO,connection 38737 authorised
2026-03-14T07:58:46Z,checkout,INFO,payment intent 71276 created
2026-03-14T07:58:48Z,orders,INFO,order 60022 dispatched in 164ms
2026-03-14T07:58:59Z,postgres,INFO,"checkpoint complete, 76861 buffers written"
2026-03-14T07:59:08Z,search,INFO,"suggest cache warm, 53281 entries"
2026-03-14T07:59:18Z,auth,INFO,login succeeded in 95ms
2026-03-14T07:59:27Z,search,INFO,"suggest cache warm, 26372 entries"
2026-03-14T07:59:31Z,auth,INFO,session 39799 refreshed
2026-03-14T07:59:44Z,payments,INFO,webhook 40015 acknowledged
2026-03-14T07:59:47Z,orders,INFO,order 82575 invoiced
2026-03-14T07:59:58Z,payments,INFO,charge 17843 authorised in 19ms
2026-03-14T08:00:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:09Z,payments,INFO,refund 76731 completed
2026-03-14T08:00:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:18Z,auth,INFO,login succeeded in 87ms
2026-03-14T08:00:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:25Z,orders,INFO,order 52372 dispatched in 118ms
2026-03-14T08:00:26Z,auth,INFO,logout for session 81704
2026-03-14T08:00:29Z,search,INFO,"suggest cache warm, 98230 entries"
2026-03-14T08:00:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:39Z,search,INFO,index segment 27901 merged
2026-03-14T08:00:40Z,billing,INFO,invoice 80538 rendered in 47ms
2026-03-14T08:00:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:00:55Z,auth,INFO,login succeeded in 20ms
2026-03-14T08:00:57Z,checkout,INFO,cart 87044 abandoned after 317ms
2026-03-14T08:01:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:01Z,search,INFO,index segment 76877 merged
2026-03-14T08:01:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:26Z,search,INFO,"suggest cache warm, 31738 entries"
2026-03-14T08:01:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:35Z,checkout,INFO,session 42489 started
2026-03-14T08:01:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:42Z,auth,INFO,login succeeded in 31ms
2026-03-14T08:01:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:42Z,orders,INFO,order 28523 invoiced
2026-03-14T08:01:47Z,search,INFO,"suggest cache warm, 54780 entries"
2026-03-14T08:01:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:01:56Z,orders,INFO,inventory check 43391 passed
2026-03-14T08:01:59Z,payments,INFO,settlement batch 26736 queued
2026-03-14T08:02:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:01Z,billing,INFO,subscription 18708 renewed
2026-03-14T08:02:05Z,billing,INFO,subscription 36715 renewed
2026-03-14T08:02:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:09Z,postgres,INFO,"checkpoint complete, 46350 buffers written"
2026-03-14T08:02:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:14Z,checkout,INFO,payment intent 45594 created
2026-03-14T08:02:16Z,orders,INFO,order 34030 accepted
2026-03-14T08:02:17Z,checkout,INFO,cart 17296 converted in 26ms
2026-03-14T08:02:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:21Z,orders,INFO,order 29686 accepted
2026-03-14T08:02:23Z,postgres,INFO,connection 61984 authorised
2026-03-14T08:02:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:44Z,billing,INFO,credit note 37273 issued
2026-03-14T08:02:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:02:50Z,billing,INFO,subscription 68833 renewed
2026-03-14T08:02:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:00Z,postgres,INFO,autovacuum finished on table 88006
2026-03-14T08:03:01Z,billing,INFO,subscription 36797 renewed
2026-03-14T08:03:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:07Z,auth,INFO,token issued for session 2389
2026-03-14T08:03:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:15Z,payments,INFO,charge 4177 authorised in 176ms
2026-03-14T08:03:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:23Z,billing,INFO,credit note 52085 issued
2026-03-14T08:03:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:31Z,checkout,INFO,payment intent 6192 created
2026-03-14T08:03:32Z,payments,INFO,charge 1314 authorised in 285ms
2026-03-14T08:03:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:37Z,postgres,INFO,autovacuum finished on table 45933
2026-03-14T08:03:42Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:48Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:54Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:03:55Z,auth,INFO,login succeeded in 319ms
2026-03-14T08:03:56Z,search,INFO,"suggest cache warm, 7147 entries"
2026-03-14T08:03:59Z,payments,INFO,charge 90841 authorised in 100ms
2026-03-14T08:04:00Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:04:03Z,search,INFO,query 55681 served in 307ms
2026-03-14T08:04:04Z,auth,INFO,token issued for session 17474
2026-03-14T08:04:06Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:04:09Z,billing,INFO,subscription 35001 renewed
2026-03-14T08:04:12Z,auth,INFO,login succeeded in 206ms
2026-03-14T08:04:12Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:04:18Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:04:23Z,orders,INFO,inventory check 72965 passed
2026-03-14T08:04:24Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:04:30Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:04:33Z,payments,INFO,webhook 64608 acknowledged
2026-03-14T08:04:36Z,checkout,ERROR,healthz timeout after 2000ms
2026-03-14T08:04:47Z,billing,INFO,subscription 97794 renewed
2026-03-14T08:04:56Z,payments,INFO,webhook 38151 acknowledged
2026-03-14T08:04:56Z,search,INFO,"suggest cache warm, 22390 entries"
2026-03-14T08:04:59Z,postgres,INFO,connection 49960 authorised
2026-03-14T08:05:00Z,postgres,INFO,autovacuum finished on table 77747
2026-03-14T08:05:11Z,orders,INFO,order 43220 invoiced
2026-03-14T08:05:21Z,auth,INFO,token issued for session 5595
2026-03-14T08:05:28Z,billing,WARN,invoice 9291 re-rendered after template cache miss
2026-03-14T08:05:32Z,checkout,INFO,cart 74158 abandoned after 130ms
2026-03-14T08:05:33Z,auth,INFO,session 32048 refreshed
2026-03-14T08:05:48Z,postgres,INFO,"checkpoint complete, 40144 buffers written"
2026-03-14T08:06:00Z,postgres,INFO,connection 97193 authorised
2026-03-14T08:06:02Z,postgres,INFO,"checkpoint complete, 46955 buffers written"
2026-03-14T08:06:11Z,payments,INFO,charge 57797 authorised in 227ms
2026-03-14T08:06:14Z,billing,INFO,subscription 20818 renewed
2026-03-14T08:06:22Z,postgres,INFO,"checkpoint complete, 28161 buffers written"
2026-03-14T08:06:23Z,orders,INFO,inventory check 58349 passed
2026-03-14T08:06:28Z,auth,INFO,session 64929 refreshed
2026-03-14T08:06:30Z,checkout,INFO,session 56215 started
2026-03-14T08:06:30Z,search,INFO,query 78496 served in 22ms
2026-03-14T08:06:35Z,auth,INFO,login succeeded in 285ms
2026-03-14T08:06:45Z,payments,INFO,refund 85991 completed
2026-03-14T08:06:54Z,auth,INFO,session 97163 refreshed
2026-03-14T08:07:08Z,payments,INFO,settlement batch 99661 queued
2026-03-14T08:07:21Z,orders,INFO,order 76235 dispatched in 91ms
2026-03-14T08:07:22Z,auth,INFO,login succeeded in 220ms
2026-03-14T08:07:24Z,billing,INFO,dunning run 24383 complete
2026-03-14T08:07:29Z,auth,INFO,login succeeded in 140ms
2026-03-14T08:07:36Z,billing,INFO,credit note 44544 issued
2026-03-14T08:07:42Z,search,INFO,index segment 16641 merged
2026-03-14T08:07:56Z,orders,INFO,order 64634 invoiced
2026-03-14T08:08:01Z,checkout,INFO,payment intent 16399 created
2026-03-14T08:08:03Z,postgres,INFO,autovacuum finished on table 31313
2026-03-14T08:08:05Z,billing,INFO,credit note 56717 issued
2026-03-14T08:08:08Z,payments,INFO,settlement batch 10400 queued
2026-03-14T08:08:15Z,billing,INFO,credit note 69445 issued
2026-03-14T08:08:29Z,auth,INFO,logout for session 99913
2026-03-14T08:08:31Z,payments,INFO,charge 37567 authorised in 191ms
2026-03-14T08:08:39Z,checkout,INFO,cart 89675 converted in 200ms
2026-03-14T08:08:39Z,postgres,INFO,connection 32180 authorised
2026-03-14T08:08:40Z,search,INFO,index segment 24378 merged
2026-03-14T08:08:51Z,orders,INFO,order 95283 accepted
2026-03-14T08:08:58Z,payments,INFO,charge 23026 authorised in 52ms
2026-03-14T08:09:01Z,orders,INFO,order 43821 accepted
2026-03-14T08:09:07Z,checkout,INFO,cart 93484 abandoned after 282ms
2026-03-14T08:09:10Z,search,INFO,query 58310 served in 134ms
2026-03-14T08:09:12Z,search,INFO,index segment 45652 merged
2026-03-14T08:09:14Z,search,INFO,"suggest cache warm, 87147 entries"
2026-03-14T08:09:20Z,orders,INFO,order 65970 dispatched in 163ms
2026-03-14T08:09:41Z,checkout,INFO,session 35534 started
2026-03-14T08:09:48Z,auth,INFO,logout for session 81636
2026-03-14T08:09:48Z,orders,INFO,inventory check 42370 passed
2026-03-14T08:09:56Z,search,INFO,index segment 62197 merged
2026-03-14T08:10:00Z,orders,INFO,inventory check 55302 passed
2026-03-14T08:10:01Z,orders,INFO,order 10429 accepted
2026-03-14T08:10:02Z,search,INFO,query 95193 served in 289ms
2026-03-14T08:10:11Z,orders,INFO,order 43250 dispatched in 179ms
2026-03-14T08:10:20Z,checkout,INFO,payment intent 34927 created
2026-03-14T08:10:41Z,payments,INFO,charge 4992 authorised in 187ms
2026-03-14T08:10:45Z,payments,INFO,webhook 81667 acknowledged
2026-03-14T08:10:54Z,postgres,INFO,autovacuum finished on table 7833
2026-03-14T08:10:55Z,auth,INFO,logout for session 56300
2026-03-14T08:11:01Z,search,INFO,index segment 56904 merged
2026-03-14T08:11:16Z,postgres,INFO,"checkpoint complete, 21418 buffers written"
2026-03-14T08:11:18Z,auth,INFO,token issued for session 81964
2026-03-14T08:11:18Z,payments,INFO,webhook 90460 acknowledged
2026-03-14T08:11:24Z,search,INFO,query 22157 served in 224ms
2026-03-14T08:11:28Z,orders,INFO,order 24131 accepted
2026-03-14T08:11:48Z,billing,INFO,credit note 40119 issued
2026-03-14T08:11:49Z,postgres,INFO,connection 74425 authorised
2026-03-14T08:11:54Z,auth,INFO,token issued for session 80271
2026-03-14T08:12:19Z,payments,INFO,settlement batch 36286 queued
2026-03-14T08:12:40Z,payments,INFO,settlement batch 1518 queued
2026-03-14T08:12:43Z,deploy,INFO,pipeline 80842 green
2026-03-14T08:12:44Z,deploy,INFO,canary 95887 healthy
2026-03-14T08:12:52Z,payments,INFO,settlement batch 28331 queued
